Year,Units,Sustainably managed status,Country,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2010,Growth rate (%),,Wales,Percentage (%),Units,Undefined,W92000004,0.059825499
2011,Growth rate (%),Certified,Wales,Percentage (%),Units,Undefined,W92000004,0.097697223
2011,Growth rate (%),,Wales,Percentage (%),Units,Undefined,W92000004,0.097840441
2012,Growth rate (%),Certified,Wales,Percentage (%),Units,Undefined,W92000004,3.511070028
2012,Growth rate (%),,Wales,Percentage (%),Units,Undefined,W92000004,0.328739055
2013,Growth rate (%),Certified,Wales,Percentage (%),Units,Undefined,W92000004,0.828689526
2013,Growth rate (%),,Wales,Percentage (%),Units,Undefined,W92000004,0.276609759
2014,Growth rate (%),Certified,Wales,Percentage (%),Units,Undefined,W92000004,1.204728748
2014,Growth rate (%),,Wales,Percentage (%),Units,Undefined,W92000004,0.139348981
2015,Growth rate (%),Certified,Wales,Percentage (%),Units,Undefined,W92000004,0.170760734
2015,Growth rate (%),,Wales,Percentage (%),Units,Undefined,W92000004,0.053093115
2016,Growth rate (%),Certified,Wales,Percentage (%),Units,Undefined,W92000004,-0.099921753
2016,Growth rate (%),,Wales,Percentage (%),Units,Undefined,W92000004,0.196300328
2017,Growth rate (%),Certified,Wales,Percentage (%),Units,Undefined,W92000004,2.749499669
2017,Growth rate (%),,Wales,Percentage (%),Units,Undefined,W92000004,0.349801416
2018,Growth rate (%),Certified,Wales,Percentage (%),Units,Undefined,W92000004,-0.234846925
2018,Growth rate (%),,Wales,Percentage (%),Units,Undefined,W92000004,0.364217346
2019,Growth rate (%),Certified,Wales,Percentage (%),Units,Undefined,W92000004,1.082241036
2019,Growth rate (%),,Wales,Percentage (%),Units,Undefined,W92000004,0.169698914
2005,Growth rate (%),Certified,Scotland,Percentage (%),Units,Undefined,S92000003,7.283131659
2005,Growth rate (%),,Scotland,Percentage (%),Units,Undefined,S92000003,0.412504547
2006,Growth rate (%),Certified,Scotland,Percentage (%),Units,Undefined,S92000003,0.789016387
2006,Growth rate (%),,Scotland,Percentage (%),Units,Undefined,S92000003,0.288460709
2007,Growth rate (%),Certified,Scotland,Percentage (%),Units,Undefined,S92000003,5.514272734
2007,Growth rate (%),,Scotland,Percentage (%),Units,Undefined,S92000003,0.474947783
2008,Growth rate (%),Certified,Scotland,Percentage (%),Units,Undefined,S92000003,0.74556671
2008,Growth rate (%),,Scotland,Percentage (%),Units,Undefined,S92000003,0.299911106
2009,Growth rate (%),Certified,Scotland,Percentage (%),Units,Undefined,S92000003,1.395065496
2009,Growth rate (%),,Scotland,Percentage (%),Units,Undefined,S92000003,0.245632543
2010,Growth rate (%),Certified,Scotland,Percentage (%),Units,Undefined,S92000003,1.499964616
2010,Growth rate (%),,Scotland,Percentage (%),Units,Undefined,S92000003,0.193483481
2011,Growth rate (%),Certified,Scotland,Percentage (%),Units,Undefined,S92000003,-0.087107915
2011,Growth rate (%),,Scotland,Percentage (%),Units,Undefined,S92000003,0.370165072
2012,Growth rate (%),Certified,Scotland,Percentage (%),Units,Undefined,S92000003,2.015945186
2012,Growth rate (%),,Scotland,Percentage (%),Units,Undefined,S92000003,1.418269113
2013,Growth rate (%),Certified,Scotland,Percentage (%),Units,Undefined,S92000003,-0.499960995
2013,Growth rate (%),,Scotland,Percentage (%),Units,Undefined,S92000003,0.544319329
2014,Growth rate (%),Certified,Scotland,Percentage (%),Units,Undefined,S92000003,2.248411845
2014,Growth rate (%),,Scotland,Percentage (%),Units,Undefined,S92000003,0.963460258
2015,Growth rate (%),Certified,Scotland,Percentage (%),Units,Undefined,S92000003,-1.027198963
2015,Growth rate (%),,Scotland,Percentage (%),Units,Undefined,S92000003,0.518502478
2016,Growth rate (%),Certified,Scotland,Percentage (%),Units,Undefined,S92000003,-0.858678636
2016,Growth rate (%),,Scotland,Percentage (%),Units,Undefined,S92000003,0.235975267
2017,Growth rate (%),Certified,Scotland,Percentage (%),Units,Undefined,S92000003,4.261411451
2017,Growth rate (%),,Scotland,Percentage (%),Units,Undefined,S92000003,0.183864916
2018,Growth rate (%),Certified,Scotland,Percentage (%),Units,Undefined,S92000003,-0.885282463
2018,Growth rate (%),,Scotland,Percentage (%),Units,Undefined,S92000003,0.554677921
2019,Growth rate (%),Certified,Scotland,Percentage (%),Units,Undefined,S92000003,3.639473249
2019,Growth rate (%),,Scotland,Percentage (%),Units,Undefined,S92000003,0.77561119
2005,Growth rate (%),Certified,Northern Ireland,Percentage (%),Units,Undefined,N92000002,-2.562960688
2005,Growth rate (%),,Northern Ireland,Percentage (%),Units,Undefined,N92000002,-0.862470862
2006,Growth rate (%),Certified,Northern Ireland,Percentage (%),Units,Undefined,N92000002,-0.031520386
2006,Growth rate (%),,Northern Ireland,Percentage (%),Units,Undefined,N92000002,0.68187162
2007,Growth rate (%),Certified,Northern Ireland,Percentage (%),Units,Undefined,N92000002,1.143643157
2007,Growth rate (%),,Northern Ireland,Percentage (%),Units,Undefined,N92000002,1.401214386
2008,Growth rate (%),Certified,Northern Ireland,Percentage (%),Units,Undefined,N92000002,0.440282974
2008,Growth rate (%),,Northern Ireland,Percentage (%),Units,Undefined,N92000002,0.59304468
2009,Growth rate (%),Certified,Northern Ireland,Percentage (%),Units,Undefined,N92000002,0.963092096
2009,Growth rate (%),,Northern Ireland,Percentage (%),Units,Undefined,N92000002,0.368610841
2010,Growth rate (%),Certified,Northern Ireland,Percentage (%),Units,Undefined,N92000002,-1.398719634
2010,Growth rate (%),,Northern Ireland,Percentage (%),Units,Undefined,N92000002,0.153974246
2011,Growth rate (%),Certified,Northern Ireland,Percentage (%),Units,Undefined,N92000002,-1.081847871
2011,Growth rate (%),,Northern Ireland,Percentage (%),Units,Undefined,N92000002,0.165125495
2012,Growth rate (%),Certified,Northern Ireland,Percentage (%),Units,Undefined,N92000002,1.731922371
2012,Growth rate (%),,Northern Ireland,Percentage (%),Units,Undefined,N92000002,19.6243619
2013,Growth rate (%),Certified,Northern Ireland,Percentage (%),Units,Undefined,N92000002,0.198932685
2013,Growth rate (%),,Northern Ireland,Percentage (%),Units,Undefined,N92000002,5.510463989
2014,Growth rate (%),Certified,Northern Ireland,Percentage (%),Units,Undefined,N92000002,0.241300176
2014,Growth rate (%),,Northern Ireland,Percentage (%),Units,Undefined,N92000002,0.402644664
2015,Growth rate (%),Certified,Northern Ireland,Percentage (%),Units,Undefined,N92000002,0.434923426
2015,Growth rate (%),,Northern Ireland,Percentage (%),Units,Undefined,N92000002,0.402824256
2016,Growth rate (%),Certified,Northern Ireland,Percentage (%),Units,Undefined,N92000002,0.215506519
2016,Growth rate (%),,Northern Ireland,Percentage (%),Units,Undefined,N92000002,0.156372864
2017,Growth rate (%),Certified,Northern Ireland,Percentage (%),Units,Undefined,N92000002,0.127977758
2017,Growth rate (%),,Northern Ireland,Percentage (%),Units,Undefined,N92000002,0.25961976
2018,Growth rate (%),Certified,Northern Ireland,Percentage (%),Units,Undefined,N92000002,-0.000168502
2018,Growth rate (%),,Northern Ireland,Percentage (%),Units,Undefined,N92000002,0.212675079
2019,Growth rate (%),Certified,Northern Ireland,Percentage (%),Units,Undefined,N92000002,0.256577778
2019,Growth rate (%),,Northern Ireland,Percentage (%),Units,Undefined,N92000002,0.344530577
